title;inn;address;supervisor;phone
"ООО ""Клевер""";7839103793;198152, Санкт-Петербург г, Автовская ул, дом № Дом 16, корпус Корпус Литер А;Филипп Тревор;79011115797
"АО ""ВЕ-ЛАБ""";7724921425;198152, Санкт-Петербург г, Автовская ул, дом № Дом 16, корпус Корпус Литер А;Константин Егоров;79011115809
"ООО ""РЕЗОЛЮТ""";7802647300;198188, Российская Федерация, г. Санкт-Петербург, ул. Броневая, д.6 литера Б;Дмитрий Лапин;79011115821
"ООО ""Кронверк сервис""";7816195830;198206, Санкт-Петербург г, Петергофское ш, дом № 73, литера У, офис 405-1;Джурмат Арноби;79011115833
"ООО ""Контур""";7820308701;198206, Санкт-Петербург г, Петергофское ш, дом № 73, литера У, офис 405-1;Константин Егоров;79011115845
"ООО ""СТРОЙМАСТЕР""";6027189361;198215, Санкт-Петербург г, Новаторов б-р, дом № 94;Дмитрий Лапин;79011115857
"ООО ""КРАСМЕХАНИКА""";7805727289;198216, Санкт-Петербург г, Ленинский пр-кт, дом № 140, литера А, помещение 17Н;Джурмат Арноби;79011115869
"ООО ""Прямые руки""";7816319355;198303, Санкт-Петербург г, Маршала Жукова пр-кт, дом № 26/16, помещение 38-Н, офис 1;Константин Егоров;79011115893
"ООО ""Деловые линии""";7826156685;198303, Санкт-Петербург г, Маршала Жукова пр-кт, дом № 26/16, помещение 38-Н, офис 1;Дмитрий Лапин;79011115905
"ООО ""Тендент""";7814302050;198303, Санкт-Петербург г, Маршала Жукова пр-кт, дом № 26/16, помещение 38-Н, офис 1;Джурмат Арноби;79011115917
"ООО ""Пулковская логистическая компания""";7810473590;198303, Санкт-Петербург г, Маршала Жукова пр-кт, дом № 28, корпус 3, квартира 137;Константин Егоров;79011115929
"ООО ""Дорожный ангел""";7816396720;198303, Санкт-Петербург г, Маршала Жукова пр-кт, дом № 28, корпус 3, квартира 137;Дмитрий Лапин;79011115941
"ООО ""МоторХэлс""";6143064740;198320, Санкт-Петербург г, Красное Село г, Свободы ул, дом № 48;Джурмат Арноби;79011115953
"ООО ""Промышленник-Ростов""";6168033173;198320, Санкт-Петербург г, Красное Село г, Свободы ул, дом № 48;Филипп Тревор;79011115965
"ООО ""Быт-строй""";6155080955;198516, Санкт-Петербург г, Петергоф г, Конно-Гренадерская ул, дом № 1, литера А;Дмитрий Лапин;79011115989
"ООО ""НПП Мицар""";7816638224;198516, Санкт-Петербург г, Петергоф г, Конно-Гренадерская ул, дом № 1, литера А;Джурмат Арноби;79011116001
"ООО ""Фастфастенерс""";7802696473;199004, Санкт-Петербург г, 3-я линия В.О., дом № 34, корпус А;Константин Егоров;79011116013
"ООО ""Портативная техника""";7838330803;199004, Санкт-Петербург г, 6-я В.О. линия, дом № 45, литера Б;Дмитрий Лапин;79011116025
"ООО ""Промышленная комплектация""";7453320516;199004, Санкт-Петербург г, 6-я В.О. линия, дом № 45, литера Б;Джурмат Арноби;79011116037
"ООО ТД ""ГАЛЕОН""";5406983520;199004, Санкт-Петербург г, 8-я В.О. линия, дом № 21/29, литера А, помещение 1Н;Филипп Тревор;79011116049
"ООО ""Эдельвейс""";7806316700;199004, Санкт-Петербург г, 8-я В.О. линия, дом № 21/29, литера А, помещение 1Н;Константин Егоров;79011116061
"ООО ""РегионСеверСнаб""";5406587798;199004, Санкт-Петербург г, 8-я В.О. линия, дом № 21/29, литера А, помещение 1Н;Дмитрий Лапин;79011116073
"ООО ""СофтЛайн Интернет Трейд""";7736542069;199106, Санкт-Петербург г, 26-я В.О. линия, дом № 1, корпус 2, литера А, помещение 18-Н, офис 6;Джурмат Арноби;79011116085
"ООО ""ЛЗМ МГ""";7811724832;199106, Санкт-Петербург г, 26-я В.О. линия, дом № 1, корпус 2, литера А, помещение 18-Н, офис 6;Константин Егоров;79011116097
"ООО ""Дон-строй-ком""";6137000731;199106, Санкт-Петербург г, 26-я В.О. линия, дом № 1, корпус 2, литера А, помещение 18-Н, офис 6;Дмитрий Лапин;79011116109
"ООО ""Фрэйм78""";7810769767;199106, Санкт-Петербург, линия Кожевенная, д.34 оф.506;Филипп Тревор;79011116133
"ООО """"А5""";5405503636;199155, Санкт-Петербург г, Железноводская ул, дом № 17/5, литера Д;Константин Егоров;79011116145
"ООО ""МСУ-50""";7530009410;199155, Санкт-Петербург г, Железноводская ул, дом № 17/5, литера Д;Дмитрий Лапин;79011116157
"ООО ""СнабРент-БГБ""";7814751841;199155, Санкт-Петербург г, Железноводская ул, дом № 17/5, литера Д;Джурмат Арноби;79011116169
"ООО ""Сиеста""";7801336206;199155, Санкт-Петербург г, Железноводская ул, дом № 17/5, литера Д;Константин Егоров;79011116181
ФИЛИАЛ АКЦИОНЕРНОГО ОБЩЕСТВА СЕКРЕТАН ТРОЯНОВ ШЕР СА В Г. МОСКВЕ;9909017696;199155, Санкт-Петербург г, Железноводская ул, дом № 17/5, литера Д;Дмитрий Лапин;79011116193
"ООО ""ПРОФСТРОЙ""";6027202975;199155, Санкт-Петербург г, Железноводская ул, дом № 17/5, литера Д;Джурмат Арноби;79011116205
"ООО ""Мобильные дома""";4632215495;199178, Санкт-Петербург г, 12-Я В.о. линия, дом № 55/20, корпус А, квартира 5Н;Дмитрий Лапин;79011116241
"ООО ""Сертум-Про"" ";6673240328;199178, Санкт-Петербург г, 16-я В.О. линия, дом № 49, литера В, помещение 3-Н, офис 17;Джурмат Арноби;79011116253
"АО ""Ремтехкомплект""";6674120898;199178, Санкт-Петербург г, 16-я В.О. линия, дом № 49, литера В, помещение 3-Н, офис 17;Константин Егоров;79011116265
"ООО ""ТТВ""";7805278097;199178, Санкт-Петербург г, 16-я В.О. линия, дом № 49, литера В, помещение 3-Н, офис 17;Дмитрий Лапин;79011116277
"ООО ""Объект-Воронеж""";3665117237;199406, Санкт-Петербург г, Гаванская ул, дом № 41, квартира 63;Джурмат Арноби;79011116289
"ООО ""ТехноНИКОЛЬ""";3811066336;199406, Санкт-Петербург г, Гаванская ул, дом № 41, квартира 63;Филипп Тревор;79011116301
"ООО ""Центр медиации и переговоров ""М2В""";6316258261;199406, Санкт-Петербург г, Гаванская ул, дом № 41, квартира 63;Константин Егоров;79011116313
"ООО ""Что делать Интеграция""";7842117940;199406, Санкт-Петербург г, Гаванская ул, дом № 48 лит А, пом.3-Н;Дмитрий Лапин;79011116325
"ООО ""БизнесЮрист""";2466275808;199406, Санкт-Петербург г, Гаванская ул, дом № 48 лит А, пом.3-Н;Джурмат Арноби;79011116337
"ООО ""Все насосы""";7811597782;199406, Санкт-Петербург г, Шевченко ул, дом № 29, лит.А, пом.9Н;Константин Егоров;79011116349
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИРЕКЦИЯ ПРОИЗВОДСТВЕННОГО АЛЬПИНИЗМА""";9719021447;300026, Тульская обл, Тула г, Южный 2-й проезд, дом № 11, оф.1;Дмитрий Лапин;79011116361
"ООО ""А Консалт""";7811613297;300026, Тульская обл, Тула г, Южный 2-й проезд, дом № 11, оф.1;Джурмат Арноби;79011116373
"ООО ""ЦЕНТР КОМПЛЕКСНОГО РАЗВИТИЯ ""КРОН""";9725080948;300036, Тульская обл, Тула, Одоевское ш, дом № 67;Филипп Тревор;79011116385
"ООО ""ЮФ ""Логос"" ";7840365634;300036, Тульская обл, Тула, Одоевское ш, дом № 67;Константин Егоров;79011116397
"ООО ""РЦ ОБИ""";7802330824;300600, г.Тула, ул.Тимирязева, дом №99 В;Дмитрий Лапин;79011116409
"СЗОФ ООО ""СК ""Согласие""";7706196090;300600, г.Тула, ул.Тимирязева, дом №99 В;Джурмат Арноби;79011116421
"ООО ""Спринг-Охранные Системы Петербург""";7842334261;301245, Тульская обл, Щекинский р-н, Щекино г, Декабристов ул, дом № 45А;Константин Егоров;79011116433
"Акционерное Общество ""ВЭБ-лизинг""";7709413138;301245, Тульская обл, Щекинский р-н, Щекино г, Декабристов ул, дом № 45А;Дмитрий Лапин;79011116445
"Филиал ПАО СК ""Росгосстрах"" в Москве и Московской области";7707067683;301245, Тульская обл, Щекинский р-н, Щекино г, Декабристов ул, дом № 45А;Джурмат Арноби;79011116457
"ООО ""К-2""";7810448724;302026, г. Орел, пер.Соляной, д.11;Филипп Тревор;79011116469
ООО «Спецстройизоляция»;7806257660;302026, г. Орел, пер.Соляной, д.11;Константин Егоров;79011116481
«Русатом Инфраструктурные решения» (АО «РИР»);7706757331;302029, Орловская обл, Орел, Паровозная, дом № 69, кв.28;Дмитрий Лапин;79011116493
"ЗАО ""Сбербанк - АСТ""";7707308480;302029, Орловская обл, Орел, Паровозная, дом № 69, кв.28;Джурмат Арноби;79011116505
"ПАО ""Совкомбанк""";4401116480;302040, г.Орел, ул.Лескова, д.19;Константин Егоров;79011116517
Государственное бюджетное общеобразовательное учреждение гимназия №402 Колпинского района Санкт-Петербурга;7817033567;302040, г.Орел, ул.Лескова, д.19;Дмитрий Лапин;79011116529
"Ассоциация ""ОСМ""";7841291061;327-84-17;Джурмат Арноби;79011116541
"АНО ДПО ""Учебный комбинат""";7805328990;344090, Ростовская обл, Ростов-на-Дону г, 1-й Машиностроительный пер, дом № 3А, офис 14;Константин Егоров;79011116565
Комитет финансов Санкт-Петербурга (Контрольно-счетная палата Санкт-Петербурга, л/счет 0920000);7838468985;346466, Ростовская обл, Октябрьский р-н, Кривянская ст-ца, Школьная ул, дом № 48;Дмитрий Лапин;79011116577
"ГУП ВЦКП ""Жилищное хозяйство""";7825402384;346466, Ростовская обл, Октябрьский р-н, Кривянская ст-ца, Школьная ул, дом № 48;Джурмат Арноби;79011116589
"АО ""Петроэлектросбыт""";7812013775;346466, Ростовская обл, Октябрьский р-н, Кривянская ст-ца, Школьная ул, дом № 48;Константин Егоров;79011116601
"Комитет финансов Санкт-Петербурга (Санкт-Петербургское государственное казенное учреждение ""Жилищное агентство Калининского района Санкт-Петербурга""";7804070681;347388, Ростовская обл, Волгодонск г, Волгодонск-28, Старое здание дирекции Волгодонской АЭС, помещение 27;Дмитрий Лапин;79011116613
УФК по г.Санкт-Петербургу (Арбитражный суд города Санкт-Петербурга и Ленинградской области, л/сч 05721А90650);7812033997;347388, Ростовская обл, Волгодонск г, Волгодонск-28, Старое здание дирекции Волгодонской АЭС, помещение 27;Джурмат Арноби;79011116625
"ООО ""Центр судебных экспертиз Северо-Западного округа""";7842362188;350911, Россия , г. Краснодар, ул.Трамвайная , дом № 5;Филипп Тревор;79011116637
"ПАО ""МОСКОВСКИЙ КРЕДИТНЫЙ БАНК""";7734202860;350911, Россия , г. Краснодар, ул.Трамвайная , дом № 5;Константин Егоров;79011116649
"ПАО Банк ""ФК Открытие""";7706092528;350911, Россия , г. Краснодар, ул.Трамвайная , дом № 5;Дмитрий Лапин;79011116661
УФК по г. Санкт-Петербургу (ОСП по Центральному району  г. Санкт-Петербурга УФССП России по Санкт-Петербургу  л/с 05721F93260);7838027691;352800, г.Туапсе, ул.Красной Армии д.6;Джурмат Арноби;79011116673
ЧИТИНСКОЕ ОТДЕЛЕНИЕ  N8600 ПАО СБЕРБАНК;7707083893;352800, г.Туапсе, ул.Красной Армии д.6;Константин Егоров;79011116685
"Санкт-Петербургский филиал АО ""АЛЬФАСТРАХОВАНИЕ""";7713056834;390000, Рязанская обл, Рязань г, Восточный промузел тер, строение 1;Дмитрий Лапин;79011116697
"ПАО ""Промсвязьбанк""";7744000912;390011, Рязанская обл, Рязань г, 196 километр (Окружная дорога) дор, строение 6;Филипп Тревор;79011116721
"СПАО ""Ингосстрах""";7705042179;390011, Рязанская обл, Рязань г, Пугачева ул, дом № 11/19, кв.121;Константин Егоров;79011116733
ООО «Главный Мостостроительный Трест № 6»;7804131687;390011, Рязанская обл, Рязань г, Ряжское ш, дом № 14;Дмитрий Лапин;79011116745
"Союз ""Санкт-Петербургская Торгово-Промышленная Палата""";7803025333;390035, Рязанская обл, Рязань г, Черновицкая ул, дом № 29, строение 3;Дмитрий Лапин;79011116781
"АО ""ЕИРЦ Петроэлектросбыт""";7804678720;390039, Рязанская обл, Рязань г, Бирюзова ул, дом № 8, корпус 1, кв.38;Филипп Тревор;79011116805
"АО ""ВЦКП ""Жилищное хозяйство""";7840095226;390042, г.Рязань, ул.Промышленная стр.9;Константин Егоров;79011116817
"АО КБ ""Модульбанк""";2204000595;390042, г.Рязань, ул.Промышленная стр.9;Дмитрий Лапин;79011116829
Общероссийская общественная организация - Федерация альпинизма России;7704178314;390042, Рязанская обл, Рязань г, Промышленная ул, дом № 9;Джурмат Арноби;79011116841
"АССОЦИАЦИЯ ""СИЛА""";9705010068;390042, Рязанская обл, Рязань г, Промышленная ул, дом № 9;Константин Егоров;79011116853
"ООО ""СК ""СЕВЕРСТРОЙ СПБ""";7801638430;390047, Россия, г.Рязань, п.Соколовка, а/я 42;Дмитрий Лапин;79011116865
"ООО ""СТРОИТЕЛЬНЫЙ АЛЬЯНС ""ВЕЛЛДОРИС""";7838308710;391500, Рязанская обл, Шиловский р-н, Шилово рп, Рязанская ул;Джурмат Арноби;79011116877
"ООО ""Р.И.М.""";7814319913;392000, Тамбовская обл, г.Тамбов , Рылеева, дом № 71 Д, квартира 197;Филипп Тревор;79011116889
"ООО ""МАСТЕРСОЮЗ""";4705052936;392000, Тамбовская обл, г.Тамбов , Рылеева, дом № 71 Д, квартира 197;Константин Егоров;79011116901
"ООО ""МП ВИКТОРИЯ""";7840343221;392000, Тамбовская обл, г.Тамбов , Рылеева, дом № 71 Д, квартира 197;Дмитрий Лапин;79011116913
"ООО ""ЛДСК""";7805552462;394019, Воронежская обл, Воронеж г, Машиностроителей ул, дом № 20, квартира Офис 16;Джурмат Арноби;79011116925
"ООО ""БАЛТИЙСКАЯ МЕХАНИКА""";7801309989;394019, Воронежская обл, Воронеж г, Машиностроителей ул, дом № 20, квартира Офис 16;Константин Егоров;79011116937
"ООО ""АЛЬФА ИНЖИНИРИНГ""";7841030976;394019, Воронежская обл, Воронеж г, Машиностроителей ул, дом № 20, квартира Офис 16;Дмитрий Лапин;79011116949
"ООО ""ГЛОБАЛТЕХНО""";3528256976;396072, Воронежская обл, г Нововоронеж, ул Набережная, д. 46, кв. 27;Джурмат Арноби;79011116961
"ООО ""АНТЕЙ""";5190062354;396072, Воронежская обл, г Нововоронеж, ул Набережная, д. 46, кв. 27;Филипп Тревор;79011116973
"ООО ""НАТУРАЛЬНЫЙ ДЕКОР""";7802567196;396072, Воронежская обл, г Нововоронеж, ул Набережная, д. 46, кв. 27;Константин Егоров;79011116985
"ООО ""Регион""";3666199480;420111, Татарстан Респ, Казань, Университетская, дом № 14;Дмитрий Лапин;79011116997
"ООО ""СТРОЙ-ИНВЕСТ""";7810424949;426076, Удмуртская Респ, Ижевск г, Пушкинская ул, дом № 148;Джурмат Арноби;79011117009
"ООО ""АСК""";7816328014;426076, Удмуртская Респ, Ижевск г, Пушкинская ул, дом № 148;Константин Егоров;79011117021
"ООО ""РАЛЛИ""";7713422287;440046, Пензенская обл, Пенза г, Мира ул, дом № 35, офис 2;Дмитрий Лапин;79011117033
"ООО ""ЭЛИС""";7840062453;440046, Пензенская обл, Пенза г, Мира ул, дом № 35, офис 2;Джурмат Арноби;79011117045
"ООО ""ЭСКОС""";5903130560;440046, Пензенская обл, Пенза г, Мира ул, дом № 35, офис 2;Филипп Тревор;79011117057
"ООО ""ПЕТРОСТРОЙ""";7842132522;454084, Челябинская обл, Челябинск г, Победы пр-кт, дом № 177, квартира 309;Константин Егоров;79011117069
"ООО ""Гарантстрой""";7840065239;454084, Челябинская обл, Челябинск г, Победы пр-кт, дом № 177, квартира 309;Дмитрий Лапин;79011117081
"ООО ""ВИКИ""";7840065775;454084, Челябинская обл, Челябинск г, Победы пр-кт, дом № 177, квартира 309;Джурмат Арноби;79011117093
"ООО ""СТРОЙ-СЕРВИС""";7841059397;454138, Челябинская обл, Челябинск г, Молодогвардейцев ул, дом № Дом 7, квартира Помещение 102;Константин Егоров;79011117105
"ООО""ФАТ-Элис""";7805536990;454138, Челябинская обл, Челябинск г, Молодогвардейцев ул, дом № Дом 7, квартира Помещение 102;Дмитрий Лапин;79011117117
"ООО ""Балтийская проектно-строительная компания""";7838039760;454138, Челябинская обл, Челябинск г, Молодогвардейцев ул, дом № Дом 7, квартира Помещение 102;Джурмат Арноби;79011117129
"ООО ""МегаТорг""";7839460058;460019, Оренбургская обл, Оренбург г, Шарлыкское ш, дом № 1/2;Филипп Тревор;79011117141
"ООО ""Фезана""";7807120066;460019, Оренбургская обл, Оренбург г, Шарлыкское ш, дом № 1/2;Константин Егоров;79011117153
"ООО ""АЛЬЯНС ПЛЮС""";7811640100;614033, Пермский край, Пермь г, Василия Васильева ул, дом № 3, квартира 17;Дмитрий Лапин;79011117165
"ООО ""Скайфор""";7816642157;614033, Пермский край, Пермь г, Василия Васильева ул, дом № 3, квартира 17;Джурмат Арноби;79011117177
ГАММА ООО;6167138913;614068, Пермский край, Пермь г, Сергея Данщина ул, дом № 7, офис 408;Константин Егоров;79011117189
"ООО ""ПЕНЗА ТРАНС""";5837070115;614068, Пермский край, Пермь г, Сергея Данщина ул, дом № 7, офис 408;Дмитрий Лапин;79011117201
"ООО ""Фаворит""";7816343206;614068, Пермский край, Пермь г, Сергея Данщина ул, дом № 7, офис 408;Джурмат Арноби;79011117213
"ООО ""Кастоку""";7722848829;614990, г.Пермь, пр-т Комсомольский, д.48;Филипп Тревор;79011117225
"ООО ""Евростиль""";7839075850;620075, Свердловская обл, Екатеринбург г, Первомайская ул, дом № 15, квартира Офис 702А;Константин Егоров;79011117237
"ООО ""БИЗНЕСТРАНС""";7816642132;620075, Свердловская обл, Екатеринбург г, Первомайская ул, дом № 15, квартира Офис 702А;Дмитрий Лапин;79011117249
"ООО ""АРГОН""";7805709836;620075, Свердловская обл, Екатеринбург г, Первомайская ул, дом № 15, квартира Офис 702А;Джурмат Арноби;79011117261
"Общество с ограниченной ответсвенностью ""АТЭКСО""";7805710422;626150, Тюменская обл., г. Тобольск, ул.3-я Северная, дом 20, офис 4;Константин Егоров;79011117273
"ООО ""РА ""Максимус""";7813285034;626150, Тюменская обл., г. Тобольск, ул.3-я Северная, дом 20, офис 4;Дмитрий Лапин;79011117285
"ООО ""КРОНА""";3528265473;627114, Тюменская обл, Заводоуковский р-н, Першино с, Центральная ул, дом № 21;Джурмат Арноби;79011117297
"ООО ""ЭКОС""";3528273837;627114, Тюменская обл, Заводоуковский р-н, Першино с, Центральная ул, дом № 21;Филипп Тревор;79011117309
"ООО ""Стандарт""";7807148801;628600, Ханты-Мансийский Автономный Округ - Югра АО, Нижневартовск г, Ленина ул, дом № 2П, корпус 9;Константин Егоров;79011117321
"ООО ""СЕТЬ""";3528275440;628600, Ханты-Мансийский Автономный Округ - Югра АО, Нижневартовск г, Ленина ул, дом № 2П, корпус 9;Дмитрий Лапин;79011117333
"ООО ""Илим""";7804608458;628616, Ханты-Мансийский Автономный Округ - Югра АО, Нижневартовск г, Мжк п, дом № 11;Джурмат Арноби;79011117345
"ООО ""Игромир""";7804608419;628616, Ханты-Мансийский Автономный Округ - Югра АО, Нижневартовск г, Мжк п, дом № 11;Константин Егоров;79011117357
"ООО ""СМП Сити""";5024175672;628616, Ханты-Мансийский Автономный Округ - Югра АО, Нижневартовск г, Мжк п, дом № 11;Дмитрий Лапин;79011117369
"ООО ""ВИНЕР""";7722413715;628634, Российская Федерация, Тюменская область, Ханты-Мансийский автономный округ - Югра, Нижневартовский район, поселок Излучинск, Промзона, Нижневартовская ГРЭС;Джурмат Арноби;79011117381
"ООО ""Аргон""";7839506506;628634, Ханты-Мансийский Автономный Округ - Югра АО, Нижневартовский р-н, Излучинск пгт, дом № Вахтовый Поселок Строителей №2, корпус Су 2;Филипп Тревор;79011117393
"ООО ""ОПЛОТ""";3528278722;628634, Ханты-Мансийский Автономный Округ - Югра АО, Нижневартовский р-н, Излучинск пгт, дом № Вахтовый Поселок Строителей №2, корпус Су 2;Константин Егоров;79011117405
"ООО ""КАНЦСИТИ""";7801335562;628634, Ханты-Мансийский Автономный Округ - Югра АО, Нижневартовский р-н, Излучинск пгт, дом № Вахтовый Поселок Строителей №2, корпус Су 2;Дмитрий Лапин;79011117417
"ООО ""ЛИОН""";7802640255;629602, Ямало-Ненецкий АО, Муравленко г, Губкина ул, дом № 32;Джурмат Арноби;79011117429
"ООО ""Малыш""";5609186400;629602, Ямало-Ненецкий АО, Муравленко г, Губкина ул, дом № 32;Константин Егоров;79011117441
"ООО ""Орион""";5611080633;629602, Ямало-Ненецкий АО, Муравленко г, Губкина ул, дом № 32;Дмитрий Лапин;79011117453
"ООО ""Коопторгсервис""";7839086611;629602, Ямало-Ненецкий АО, Муравленко г, Губкина ул, дом № 32;Джурмат Арноби;79011117465
"ООО ""Магистралекс""";7810349681;664035, Иркутская обл, Иркутск, Сурнова, дом № 22, корпус 7;Филипп Тревор;79011117477
"ООО ""Авангард""";7810344651;664035, Иркутская обл, Иркутск, Сурнова, дом № 22, корпус 7;Константин Егоров;79011117489
"ООО ""Трансэйр-Сервис""";7810355621;664043, РФ, г. Иркутск, ул.Ракитная 18-д;Дмитрий Лапин;79011117501
"ООО ""Стандарт""";5609187604;664050, Иркутская обл, Иркутск, Байкальская ул, дом № 291, кв.410;Джурмат Арноби;79011117513
"ООО ""Бенгала""";7734388372;665816, Иркутская обл, Ангарск г, Ленинградский пр-кт, дом № 6, кв.75;Константин Егоров;79011117525
"ООО ""Стройтех""";3528284067;665816, Иркутская обл, Ангарск г, Ленинградский пр-кт, дом № 6, кв.75;Дмитрий Лапин;79011117537
"ООО ""Норд""";7842144790;670033, Бурятия Респ, г.Улан-Удэ, ул. Крылова, дом № 3А;Джурмат Арноби;79011117549
"ООО ""Бизон""";7802651553;670033, Бурятия Респ, г.Улан-Удэ, ул. Крылова, дом № 3А;Филипп Тревор;79011117561
"ООО ""Управляющая жилищная компания ""Территория""";3528159073;670045, Бурятия Респ, г.Улан-Удэ, Трактовая, дом № 1Д;Константин Егоров;79011117573
"ООО ""Притула""";7801346885;670045, Бурятия Респ, г.Улан-Удэ, Трактовая, дом № 1Д;Дмитрий Лапин;79011117585
"ООО ""Строительная компания ""Дабл-Ю""";7805541380;670045, Бурятия Респ, Улан-Удэ г, Автомобилистов пр-кт, дом № 4а;Джурмат Арноби;79011117597
"ООО ""Стриж""";3528283465;670045, РФ, Бурятия, г.Улан-Удэ, пр.Автомобилистов, д. 16, каб.16;Константин Егоров;79011117609
